Date,Tweet,likes_count,nlikes,nreplies,nretweets,replies_count,retweets_count
2019-07-03,"Active safety will continue to improve via over-the-air software updates. Since all Tesla cars are connected, we analyze each accident &amp; do our best to minimize probability of recurrence.",,1475.0,59.0,115.0,,
2019-07-03,Reason for top rating is that active steering &amp; braking safety features of Tesla Autopilot are turned on no cost for all cars,,12010.0,462.0,1034.0,,
2019-07-08,"To be clear, consumers will still be able to buy a Tesla, but the clearing price will rise significantly, as a fully autonomous car that can function as a robotaxi is several times more valuable than a non-autonomous car",,1068.0,222.0,139.0,,
2019-07-08,This is why it’s possible for Tesla to have a million robotaxis by end of 2020 if we upgrade existing HW2 fleet of ~500k &amp; make at least ~500k FSD cars,,997.0,72.0,84.0,,
2019-07-08,All HW2+ cars are upgradable to full self-driving capability with Tesla FSD computer &amp; all production in past few months has FSD computer,,3616.0,126.0,182.0,,
2019-07-09,Would be cool if car took you to a random fun place traveled to by other Tesla owners in the area,,53365.0,786.0,1352.0,,
2019-07-10,"Absolutely agree, you should be allowed to move your Tesla anywhere in the world, unless it’s prevented by government rules. Thanks for letting me know.",,5979.0,71.0,140.0,,
2019-07-11,Motor Trend awards Tesla Model S best Car of the Year ever in their 70 year history!!,,24785.0,1379.0,2756.0,,
2019-07-16,"As mentioned earlier this year, cost of the Tesla FSD option will increase every few months. Those who buy it earlier will see the benefit.",,16361.0,825.0,476.0,,
2019-07-16,Cost of Tesla full self-driving option increasing by ~$1000 on August 16,,24600.0,1249.0,1111.0,,
2019-07-16,"No, since Tesla will charge a % fee for being in our robotaxi fleet, but it will rise to whatever the clearing price is, otherwise all our cars will be bought by scalpers",,684.0,72.0,37.0,,
2019-07-16,"If we make all cars with FSD package self-driving, as planned, any such Tesla should be worth $100k to $200k, as utility increases from ~12 hours/week to ~60 hours/week",,660.0,123.0,57.0,,
2019-07-19,Tesla Service Centers &amp; Superchargers are being opened as fast as possible across Eastern Europe,,13657.0,807.0,841.0,,
2019-07-26,"Btw, you can schedule service via the Tesla app in less than a minute",,6381.0,124.0,125.0,,
2019-07-27,Cuphead for Tesla coming out in August,,21205.0,471.0,1316.0,,
2019-07-27,"Ability to stream YouTube &amp; Netflix when car is stopped coming to your Tesla soon! Has an amazingly immersive, cinematic feel due to the comfy seats &amp; surround sound audio.",,114300.0,2105.0,8543.0,,
2019-07-28,Tesla Service Centers &amp; a lot more Superchargers coming to Poland later this year,,2604.0,97.0,141.0,,
2019-07-28,"Thanks Jason! Super proud to work with such great teams at SpaceX, Tesla, Neuralink and Boring!!",,8384.0,134.0,213.0,,
2019-07-28,Tesla owners can schedule service appointments in under a minute just using their Tesla phone app!,,25772.0,734.0,883.0,,
2019-07-29,Tesla Megapack now available for utility-scale energy storage,,16552.0,603.0,1761.0,,
2019-08-03,"Also, you can request any service from the Tesla phone app in under a minute",,8421.0,298.0,240.0,,
2019-08-04,Lyft/Uber/taxi drivers are expert Tesla advocates. Thanks for your support!!,,15171.0,573.0,984.0,,
2019-08-09,"Powerwall doesn’t need solar panels, but will work fine with both Tesla &amp; non-Tesla solar panels",,16444.0,293.0,580.0,,
2019-08-09,Video is amazing with the Tesla sound system. Will include Caraoke!,,1653.0,75.0,82.0,,
2019-08-09,Tesla software V10 is lookin real good! Releasing to early access list soon …,,32103.0,981.0,1347.0,,
2019-08-09,Tesla software V10 is lookin real good! Releasing to early access list soon …,,32105.0,981.0,1347.0,,
2019-08-11,Try playing Powerglide in your Tesla at volume 11,,18186.0,845.0,2019.0,,
2019-08-11,"Watching a movie on Tesla V10.0 is great, in large part due to the sound system",,12635.0,646.0,662.0,,
2019-08-15,"Tesla audio engineers come from B&amp;O &amp; many other companies. They literally rōq. Our system is highly programmable, so we keep improving it via OTA codec updates.",,1901.0,92.0,133.0,,
2019-08-18,"With the new lower Tesla pricing, it’s like having a money printer on your roof if you live a state with high electricity costs. Still better to buy, but the rental option makes the economics obvious.",,13863.0,647.0,683.0,,
2019-08-18,Tesla Solar just relaunched. Lmk what you think …,,44105.0,4632.0,3033.0,,
2019-08-18,Tesla Solar just relaunched. Lmk what you think …,,44106.0,4632.0,3033.0,,
2019-08-20,"Yeah, would be great to get feedback from Tesla supporters",,785.0,37.0,29.0,,
2019-08-20,Looking forward to seeing Giga Shanghai soon 😀 Amazing work by Tesla China team &amp; support of authorities much appreciated!,,5778.0,187.0,267.0,,
2019-08-20,"Price increase for Tesla FSD postponed until version 10 with smart summon is in wide release, which is about 4 to 8 weeks away, depending on how early access goes",,11824.0,1173.0,608.0,,
2019-08-24,Tesla is working hard to help stop global warming,,1293.0,109.0,112.0,,
2019-08-24,"If you’re a utility or public utilities commission, please consider using the Tesla Megapack. Better for the environment &amp; usually lower cost than fossil fuel peaker plants!",,21935.0,768.0,2505.0,,
2019-09-03,"Try Tesla Insurance. Should be ~20% less than avg. Currently only in California, but expanding soon. Critical feedback much appreciated.",,16601.0,1371.0,1192.0,,
2019-09-07,"For the remainder of September, Tesla is permanently waiving the $1500 solar removal fee requirement. Note, the ability to stop monthly payments at any time remains.",,7516.0,184.0,299.0,,
2019-09-07,"Without the removal fee, Tesla Solar is unequivocally a guaranteed, instant money printer, producing $300 to $1000 per year (in after tax income!)",,8067.0,381.0,369.0,,
2019-09-07,Tesla doing laps at Nerdburgering,,39213.0,646.0,2612.0,,
2019-09-13,Tesla commercial solar ordering now live at,,14265.0,740.0,973.0,,
2019-09-14,"However, we won’t customize the contract or engage in negotiations. That just causes the Tesla &amp; customer legal bill to be high &amp; drag things out. Pay for clean power, not lawyers! It makes way more sense.",,11326.0,344.0,451.0,,
2019-09-14,"Looking into this. A fundamental premise of Tesla is that everyone is offered same terms at same time, ie what you get should never be a function of bargaining.",,1611.0,106.0,78.0,,
2019-09-14,"There aren’t really meant to be “Tesla incentives”, just general price changes to reflect optimal value of product, as we sometimes get prices of some variants wrong or need to (partially) address shifts in tax incentives. Overarching principle, however, is same deal for all.",,534.0,72.0,36.0,,
2019-09-14,"Going to early access (including all who bought FSD) Tesla owners in US next week. If US early access rollout looks good, then rest of world early access owners following week. Might be some delays in EU for regulatory approval.",,815.0,93.0,89.0,,
2019-09-14,"That’s not to say that Tesla people somewhere in the world are being overzealous &amp; possibly overstepping our core principles, which is why I’m looking into it",,810.0,52.0,33.0,,
2019-09-15,Thanks Tesla owners. You rock!! ♥️♥️,,16529.0,637.0,711.0,,
2019-09-16,"Feeling Lucky (Google tribute!) or Hungry are 100% intended for max enjoyment of Tesla owner. If location has destination chargers, that’s a plus, but car should only route there if location is great. This will be hit &amp; miss initially, but should hone towards excellent over time.",,2757.0,150.0,181.0,,
2019-09-23,"Hoping to open in Slovakia, Croatia, Serbia &amp; most of Eastern Europe early next year. Finally, we will do Nikola Tesla proud by having his cars in his countries of origin!",,3568.0,324.0,492.0,,
2019-09-24,"Tesla is building a major engineering team in China, incl heavy focus on software/firmware for factory &amp; car",,2210.0,127.0,149.0,,
2019-09-24,It would be pretty embarrassing to use a non-Tesla battery!,,1445.0,48.0,49.0,,
2019-09-26,Tesla V10.0 just started rolling out to all US Tesla owners with FSD option &amp; “advanced download” selected in vehicle software settings,,22942.0,1341.0,1331.0,,
2019-10-02,"Thanks, Tesla team is the strongest it’s ever been &amp; doing an amazing job! Honored to work beside them.",,3392.0,98.0,198.0,,
2019-10-02,"Over 550,000 Tesla Smart Summon uses in first few days!",,46577.0,1351.0,1957.0,,
2019-10-06,"Customized horn &amp; movement sounds (coconuts being one, of course) coming to Teslas soon",,44088.0,1943.0,2410.0,,
2019-10-09,Tesla software V10.0 comes with karaoke 🎤,,53896.0,1318.0,3772.0,,
2019-10-10,Fundamental metric of good of Tesla is how many years sooner it brings the advent of a sustainable energy future,,1821.0,154.0,225.0,,
2019-10-10,Also adding Tesla Solar to our Supercharger stations as fast as possible. Goal is 24/7 clean power with no blackouts.,,19773.0,441.0,1112.0,,
2019-10-10,All Tesla Supercharger stations in regions affected by California power outages will have Tesla Powerpacks within next few weeks. Just waiting on permits.,,26923.0,627.0,1510.0,,
2019-10-12,Get Tesla Solar plus Powerwall battery for 24/7 clean power &amp; no more blackouts!,,23365.0,1273.0,2261.0,,
2019-10-12,"Now that Tesla V10.0 with Smart Summon is out, Full Self-Driving price will increase by $1000 on Nov 1",,13795.0,1013.0,708.0,,
2019-10-12,"V important: pure solar subscription is guaranteed to be a net money-maker for the homeowner or Tesla will take the panels back. Adding Powerwall negatively affects economics, but gives homeowner power protection in event of a blackout.",,3656.0,172.0,282.0,,
2019-10-12,"Tesla cannot continue to lose money. To achieve our goal of environmental sustainability, Tesla must be financially sustainable or we will cease to exist.",,3145.0,294.0,205.0,,
2019-10-12,Fair point. Will hold on EU price change until Tesla gets clarity from regulators about Smart Summon feature release date.,,1292.0,45.0,44.0,,
2019-10-14,"It is actually called deep rain, as sort of a joke at Tesla. Takes a surprising amount of deep learning to know when &amp; how fast to move the wipers.",,720.0,51.0,39.0,,
2019-10-15,"Tesla is first American car company to achieve sustained volume production in past ~100 years. Hardest, most painful thing I’ve ever been through, including getting Falcon to orbit.",,3278.0,250.0,389.0,,
2019-10-15,Anyone who’s interested in working on cutting edge manufacturing — designing &amp; building the machine that makes the machine — please consider working at Tesla or SpaceX. We’re gonna take this to a whole new level!,,41232.0,2578.0,2620.0,,
2019-10-15,Tesla team has done an incredible job with Giga Shanghai. Honored to work with them. I’m in awe.,,4409.0,90.0,177.0,,
2019-10-16,Tesla wins best headlights award 🥇,,34207.0,701.0,2225.0,,
2019-10-21,Order Tesla Solar + Powerwall battery for 24/7 clean power &amp; no blackouts!,,20816.0,1058.0,1709.0,,
2019-10-23,Super proud of Tesla team for great execution &amp; support of Tesla customers greatly appreciated!!,,28914.0,585.0,1176.0,,
2019-10-23,Tesla Q3 results: - Shanghai Giga ahead of schedule - Model Y ahead of schedule - Solar installs +48% from Q2 - GAAP profitable - Positive free cash flow,,70468.0,2048.0,6296.0,,
2019-10-24,Tesla Solar Tile Roof V3 launch tomorrow at 2pm,,40746.0,902.0,2357.0,,
2019-10-25,Tesla Solarglass roof,,21473.0,1019.0,1837.0,,
2019-10-25,"Maybe call Tesla solar roof tiles product Solarglass? Like Dragonglass, but solar!",,56520.0,1664.0,2566.0,,
2019-10-26,Jerome is great! Tesla team in general is the strongest its ever been.,,2650.0,90.0,139.0,,
2019-10-26,"Yes, you can walk on the Tesla Solarglass roof. In stilettos, if you want 😉",,1430.0,123.0,136.0,,
2019-10-27,Thanks to everyone at Tesla who worked so hard over the years to make our Fremont factory successful!,,6253.0,130.0,264.0,,
2019-10-28,"Unfortunately, it’s hard to google Tesla solar links due to tons of ads &amp; SEO. Go to to add solar to an existing roof &amp; for a new roof with integrated solar.",,25755.0,1121.0,1735.0,,
2019-10-28,Tesla Solar plus Powerwall battery backup for 24/7 clean energy &amp; no blackouts at,,14064.0,375.0,1062.0,,
2019-10-28,"If you’re directly affected by wildfire power outages, Tesla is reducing Solar+Powerwall prices by $1000 as of today",,66879.0,784.0,4442.0,,
2019-10-30,Just a reminder that the Tesla Full Self-Driving option goes up by $1000 at midnight on Nov 1 for all regions that have Smart Summon. Order your car online at,,14196.0,682.0,701.0,,
